Name,Category,US,RU
Weapons/SV98/U_SV98_Flashsuppressor,Weapons,1,1
Weapons/SV98/U_SV98_Flash_light,Weapons,1,1
Weapons/SV98/U_SV98_IRNV,Weapons,1,1
Weapons/SV98/U_SV98_Kobra,Weapons,1,1
Weapons/SV98/U_SV98_M145,Weapons,1,1
Weapons/SV98/U_SV98_PK-AS,Weapons,1,1
Weapons/SV98/U_SV98_PKA,Weapons,1,1
Weapons/SV98/U_SV98_PKS-07,Weapons,1,1
Weapons/SV98/U_SV98_PSO-1,Weapons,1,1
Weapons/SV98/U_SV98_Rifle_scope,Weapons,1,1
Weapons/SV98/U_SV98_RX_01,Weapons,1,1
Weapons/SV98/U_SV98_Silencer,Weapons,1,1
Weapons/SV98/U_SV98_StraightPull,Weapons,1,1
Weapons/SV98/U_SV98_Target_Pointer,Weapons,1,1
Weapons/SVD/U_SVD,Weapons,1,1
Weapons/SVD/U_SVD_ACOG,Weapons,1,1
Weapons/SVD/U_SVD_Ballistic_Scope,Weapons,1,1
Weapons/SVD/U_SVD_Bipod,Weapons,1,1
Weapons/SVD/U_SVD_EOTech,Weapons,1,1
Weapons/SVD/U_SVD_Flashlight,Weapons,1,1
Weapons/SVD/U_SVD_FlashSuppressor,Weapons,1,1
Weapons/SVD/U_SVD_Foregrip,Weapons,1,1
Weapons/SVD/U_SVD_IRNV,Weapons,1,1
Weapons/SVD/U_SVD_Kobra,Weapons,1,1
Weapons/SVD/U_SVD_M145,Weapons,1,1
Weapons/SVD/U_SVD_PK-AS,Weapons,1,1
Weapons/SVD/U_SVD_PKA,Weapons,1,1
Weapons/SVD/U_SVD_PKS-07,Weapons,1,1
Weapons/SVD/U_SVD_PSO-1,Weapons,1,1
Weapons/SVD/U_SVD_Rifle_scope,Weapons,1,1
Weapons/SVD/U_SVD_RX01,Weapons,1,1
Weapons/SVD/U_SVD_Silencer,Weapons,1,1
Weapons/SVD/U_SVD_SP_Villa,Weapons,1,1
Weapons/SVD/U_SVD_Target_Pointer,Weapons,1,1
Weapons/SVD/U_SVD_US,Weapons,1,1
Weapons/Taurus44/U_Taurus44,Weapons,1,1
Weapons/Taurus44/U_Taurus44_GM,Weapons,1,1
Weapons/Taurus44/U_Taurus44_PKA,Weapons,1,1
Weapons/Taurus44/U_Taurus44_Scoped,Weapons,1,1
Weapons/Taurus44/U_Taurus44_Silenced,Weapons,1,1
Weapons/Taurus44/U_Taurus44_Suppressor,Weapons,1,1
Weapons/Textures/UrbanCamo02_D,Weapons,1,1
Weapons/Textures/UrbanCamo03_D,Weapons,1,1
Weapons/Textures/UrbanCamo_D,Weapons,1,1
Weapons/Type88/U_Type88,Weapons,1,1
Weapons/Type88/U_Type88_Acog,Weapons,1,1
Weapons/Type88/U_Type88_Ballistic_Scope,Weapons,1,1
Weapons/Type88/U_Type88_Bipod,Weapons,1,1
Weapons/Type88/U_Type88_EOTech,Weapons,1,1
Weapons/Type88/U_Type88_ExtendedMag,Weapons,1,1
Weapons/Type88/U_Type88_Flashlight,Weapons,1,1
Weapons/Type88/U_Type88_FlashSuppressor,Weapons,1,1
Weapons/Type88/U_Type88_Foregrip,Weapons,1,1
Weapons/Type88/U_Type88_IRNV,Weapons,1,1
Weapons/Type88/U_Type88_Kobra,Weapons,1,1
Weapons/Type88/U_Type88_M145,Weapons,1,1
Weapons/Type88/U_Type88_PK-AS,Weapons,1,1
Weapons/Type88/U_Type88_PKA,Weapons,1,1
Weapons/Type88/U_Type88_PKS-07,Weapons,1,1
Weapons/Type88/U_Type88_PSO-1,Weapons,1,1
Weapons/Type88/U_Type88_Rifle_Scope,Weapons,1,1
Weapons/Type88/U_Type88_RX01,Weapons,1,1
Weapons/Type88/U_Type88_Sound_Suppressor,Weapons,1,1
Weapons/Type88/U_Type88_TargetPointer,Weapons,1,1
Weapons/UMP45/UMP45,Weapons,1,1
Weapons/UMP45/UMP45_CAMO1_NWU,Weapons,1,1
Weapons/UMP45/UMP45_CAMO2_BERKUT,Weapons,1,1
Weapons/UMP45/UMP45_Customization,Weapons,1,1
Weapons/UMP45/UMP45_D,Weapons,1,1
Weapons/UMP45/UMP45_Flash_Suppressor,Weapons,1,1
Weapons/UMP45/UMP45_S,Weapons,1,1
Weapons/UMP45/UMP45_Silencer,Weapons,1,1
Weapons/UMP45/UMP45_TargetPointer,Weapons,1,1
Weapons/UMP45/U_UMP45,Weapons,1,1
Weapons/UMP45/U_UMP45_Acog,Weapons,1,1
Weapons/UMP45/U_UMP45_CAMO_1,Weapons,1,1
Weapons/UMP45/U_UMP45_CAMO_2,Weapons,1,1
Weapons/UMP45/U_UMP45_Eotech,Weapons,1,1
Weapons/UMP45/U_UMP45_Flashlight,Weapons,1,1
Weapons/UMP45/U_UMP45_Flashsuppressor,Weapons,1,1
Weapons/UMP45/U_UMP45_IRNV,Weapons,1,1
Weapons/UMP45/U_UMP45_Kobra,Weapons,1,1
Weapons/UMP45/U_UMP45_M145,Weapons,1,1
Weapons/UMP45/U_UMP45_PK-AS,Weapons,1,1
Weapons/UMP45/U_UMP45_PKA,Weapons,1,1
Weapons/UMP45/U_UMP45_RX01,Weapons,1,1
Weapons/UMP45/U_UMP45_Silencer,Weapons,1,1
Weapons/UMP45/U_UMP45_Targetpointer,Weapons,1,1
Weapons/USAS-12/USAS-12,Weapons,1,1
Weapons/USAS-12/USAS-12_Customization,Weapons,1,1
Weapons/USAS-12/USAS-12_D,Weapons,1,1
Weapons/USAS-12/USAS-12_Flash_Suppressor,Weapons,1,1
Weapons/USAS-12/USAS-12_GunSway,Weapons,1,1
Weapons/USAS-12/USAS-12_S,Weapons,1,1
Weapons/USAS-12/USAS-12_Silencer,Weapons,1,1
Weapons/USAS-12/USAS-12_TargetPointer,Weapons,1,1
Weapons/USAS-12/U_USAS-12,Weapons,1,1
Weapons/USAS-12/U_USAS-12_Acog,Weapons,1,1
Weapons/USAS-12/U_USAS-12_EOTech,Weapons,1,1
Weapons/USAS-12/U_USAS-12_ExtendedMag,Weapons,1,1
Weapons/USAS-12/U_USAS-12_Flashlight,Weapons,1,1
Weapons/USAS-12/U_USAS-12_FlashSuppressor,Weapons,1,1
Weapons/USAS-12/U_USAS-12_Flechette,Weapons,1,1
Weapons/USAS-12/U_USAS-12_Frag,Weapons,1,1
Weapons/USAS-12/U_USAS-12_IRNV,Weapons,1,1
Weapons/USAS-12/U_USAS-12_Kobra,Weapons,1,1
Weapons/USAS-12/U_USAS-12_M145,Weapons,1,1
Weapons/USAS-12/U_USAS-12_PK-AS,Weapons,1,1
Weapons/USAS-12/U_USAS-12_PKA,Weapons,1,1
Weapons/USAS-12/U_USAS-12_PKS-07,Weapons,1,1
Weapons/USAS-12/U_USAS-12_PSO-1,Weapons,1,1
Weapons/USAS-12/U_USAS-12_Rifle_scope,Weapons,1,1
Weapons/USAS-12/U_USAS-12_RX_01,Weapons,1,1
Weapons/USAS-12/U_USAS-12_Silencer,Weapons,1,1
Weapons/USAS-12/U_USAS-12_Slug,Weapons,1,1
Weapons/USAS-12/U_USAS-12_Target_Pointer,Weapons,1,1
Weapons/Weapon_Dummy/U_Weapon_Dummy,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_Acog,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_Ballistic_Scope,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_Bipod,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_EOTech,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_Flashlight,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_FlashSuppressor,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_Foregrip,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_HeavyBarrel,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_IRNV,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_Kobra,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_M145,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_PK-AS,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_PKA,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_PKS-07,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_PSO-1,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_Rifle_Scope,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_RX01,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_Silencer,Weapons,1,1
Weapons/XP1_FAMAS/U_FAMAS_targetPointer,Weapons,1,1
Weapons/XP1_HK53/U_HK53,Weapons,1,1
Weapons/XP1_HK53/U_HK53_ACOG,Weapons,1,1
Weapons/XP1_HK53/U_HK53_Ballistic_Scope,Weapons,1,1
Weapons/XP1_HK53/U_HK53_CAMO_1,Weapons,1,1
Weapons/XP1_HK53/U_HK53_CAMO_2,Weapons,1,1
Weapons/XP1_HK53/U_HK53_EOTech,Weapons,1,1
Weapons/XP1_HK53/U_HK53_FlashLight,Weapons,1,1
Weapons/XP1_HK53/U_HK53_FlashSuppressor,Weapons,1,1
Weapons/XP1_HK53/U_HK53_Foregrip,Weapons,1,1
Weapons/XP1_HK53/U_HK53_HeavyBarrel,Weapons,1,1
Weapons/XP1_HK53/U_HK53_IRNV,Weapons,1,1
Weapons/XP1_HK53/U_HK53_Kobra,Weapons,1,1
Weapons/XP1_HK53/U_HK53_M145,Weapons,1,1
Weapons/XP1_HK53/U_HK53_PK-AS,Weapons,1,1
Weapons/XP1_HK53/U_HK53_PKA,Weapons,1,1
Weapons/XP1_HK53/U_HK53_PKS-07,Weapons,1,1
Weapons/XP1_HK53/U_HK53_PSO-1,Weapons,1,1
Weapons/XP1_HK53/U_HK53_Rifle_Scope,Weapons,1,1
Weapons/XP1_HK53/U_HK53_RX01,Weapons,1,1
Weapons/XP1_HK53/U_HK53_Silencer,Weapons,1,1
Weapons/XP1_HK53/U_HK53_TargetPointer,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_Acog,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_BallisticScope,Weapons,1,1
Weapons/XP1_Jackhammer/U_JACKHAMMER_CAMO_1,Weapons,1,1
Weapons/XP1_Jackhammer/U_JACKHAMMER_CAMO_2,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_EOTech,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_ExtendedMag,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_Flashlight,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_FlashSuppressor,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_Flechette,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_Frag,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_IRNV,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_Kobra,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_M145,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_PK-AS,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_PKA,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_PKS-07,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_PSO-1,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_RifleScope,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_RX01,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_Silencer,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_Slug,Weapons,1,1
Weapons/XP1_Jackhammer/U_Jackhammer_TargetPointer,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_Acog,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_ballistic_Scope,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_Bipod,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_CAMO_1,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_CAMO_2,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_EOTech,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_Flashlight,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_FlashSuppressor,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_ForeGrip,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_HeavyBarrel,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_IRNV,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_Kobra,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_M145,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_PK-AS,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_PKA,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_PKS-07,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_PSO-1,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_Rifle_Scope,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_RX01,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_Silencer,Weapons,1,1
Weapons/XP1_L85A2/U_L85A2_TargetPointer,Weapons,1,1
Weapons/XP1_L96/U_L96,Weapons,1,1
Weapons/XP1_L96/U_L96_ACOG,Weapons,1,1
Weapons/XP1_L96/U_L96_Ballistic_20xScope,Weapons,1,1
Weapons/XP1_L96/U_L96_Ballistic_Scope,Weapons,1,1
Weapons/XP1_L96/U_L96_Bipod,Weapons,1,1
Weapons/XP1_L96/U_L96_CAMO_ABU,Weapons,1,1
Weapons/XP1_L96/U_L96_CAMO_DIGIFLORA,Weapons,1,1
Weapons/XP1_L96/U_L96_EOTech,Weapons,1,1
Weapons/XP1_L96/U_L96_Flashlight,Weapons,1,1
Weapons/XP1_L96/U_L96_FlashSuppressor,Weapons,1,1
Weapons/XP1_L96/U_L96_ForeGrip,Weapons,1,1
Weapons/XP1_L96/U_L96_IRNV,Weapons,1,1
Weapons/XP1_L96/U_L96_Kobra,Weapons,1,1
Weapons/XP1_L96/U_L96_M145,Weapons,1,1
Weapons/XP1_L96/U_L96_PK-AS,Weapons,1,1
Weapons/XP1_L96/U_L96_PKA,Weapons,1,1
Weapons/XP1_L96/U_L96_PKS-07,Weapons,1,1
Weapons/XP1_L96/U_L96_PSO-1,Weapons,1,1
Weapons/XP1_L96/U_L96_Rifle_6xScope,Weapons,1,1
Weapons/XP1_L96/U_L96_Rifle_Scope,Weapons,1,1
Weapons/XP1_L96/U_L96_RX01,Weapons,1,1
Weapons/XP1_L96/U_L96_Silencer,Weapons,1,1
Weapons/XP1_L96/U_L96_StraightPull,Weapons,1,1
Weapons/XP1_L96/U_L96_TargetPointer,Weapons,1,1
Weapons/XP1_MG36/U_MG36,Weapons,1,1
Weapons/XP1_MG36/U_MG36_ACOG,Weapons,1,1
Weapons/XP1_MG36/U_MG36_Ballistic_Scope,Weapons,1,1
Weapons/XP1_MG36/U_MG36_Bipod,Weapons,1,1
Weapons/XP1_MG36/U_MG36_EOTech,Weapons,1,1
Weapons/XP1_MG36/U_MG36_ExtendedMag,Weapons,1,1
Weapons/XP1_MG36/U_MG36_Flashlight,Weapons,1,1
Weapons/XP1_MG36/U_MG36_FlashSuppressor,Weapons,1,1
Weapons/XP1_MG36/U_MG36_ForeGrip,Weapons,1,1
Weapons/XP1_MG36/U_MG36_HeavyBarrel,Weapons,1,1
Weapons/XP1_MG36/U_MG36_IRNV,Weapons,1,1
Weapons/XP1_MG36/U_MG36_Kobra,Weapons,1,1
Weapons/XP1_MG36/U_MG36_M145,Weapons,1,1
Weapons/XP1_MG36/U_MG36_PK-AS,Weapons,1,1
Weapons/XP1_MG36/U_MG36_PKA,Weapons,1,1
Weapons/XP1_MG36/U_MG36_PKS-07,Weapons,1,1
Weapons/XP1_MG36/U_MG36_PSO-1,Weapons,1,1
Weapons/XP1_MG36/U_MG36_Rifle_Scope,Weapons,1,1
Weapons/XP1_MG36/U_MG36_Rifle_Silencer,Weapons,1,1
Weapons/XP1_MG36/U_MG36_RX01,Weapons,1,1
Weapons/XP1_MG36/U_MG36_targetPointer,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_Acog,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_BallisticScope,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_CAMO_1,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_CAMO_2,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_EOTech,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_Flashlight,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_FlashSuppressor,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_IRNV,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_Kobra,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_M145,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_PKA-S,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_PKA,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_PKS-07,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_PSO-1,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_RifleScope,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_RX01,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_Silencer,Weapons,1,1
Weapons/XP1_PP-19/U_PP-19_TargetPointer,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_ACOG,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_Ballistic_Scope,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_Bipod,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_CAMO_1,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_CAMO_2,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_EOTech,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_ExtendedMag,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_Flashlight,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_FlashSuppressor,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_Foregrip,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_HeavyBarrel,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_IRNV,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_Kobra,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_M145,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_PK-AS,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_PKA,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_PKS-07,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_PSO-1,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_Rifle_Scope,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_RX01,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_Sound_Suppressor,Weapons,1,1
Weapons/XP1_QBB-95/U_QBB-95_TargetPointer,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_ACOG,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_Ballistic_Scope,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_Bipod,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_EOTech,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_Flashlight,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_FlashSuppressor,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_Foregrip,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_IRNV,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_Kobra,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_M145,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_PK-AS,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_PKA,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_PKS-07,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_PSO-1,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_Rifle_Scope,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_RX01,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_Silencer,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_Sniper,Weapons,1,1
Weapons/XP1_QBU-88/U_QBU-88_TargetPointer,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_ACOG,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_Ballistic_Scope,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_EOTech,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_Flashlight,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_FlashSuppressor,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_Foregrip,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_HeavyBarrel,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_IRNV,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_Kobra,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_M145,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_PK-AS,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_PKA,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_PKS-07,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_PSO-1,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_Rifle_Scope,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_RX01,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_Silencer,Weapons,1,1
Weapons/XP1_QBZ-95B/U_QBZ-95B_TargetPointer,Weapons,1,1
Weapons/XP2_ACR/U_ACR,Weapons,1,1
Weapons/XP2_ACR/U_ACR_ACOG,Weapons,1,1
Weapons/XP2_ACR/U_ACR_Ballistic_Scope,Weapons,1,1
Weapons/XP2_ACR/U_ACR_Bipod,Weapons,1,1
Weapons/XP2_ACR/U_ACR_CAMO_1,Weapons,1,1
Weapons/XP2_ACR/U_ACR_CAMO_2,Weapons,1,1
Weapons/XP2_ACR/U_ACR_EOTech,Weapons,1,1
Weapons/XP2_ACR/U_ACR_Flashlight,Weapons,1,1
Weapons/XP2_ACR/U_ACR_FlashSuppressor,Weapons,1,1
Weapons/XP2_ACR/U_ACR_Foregrip,Weapons,1,1
Weapons/XP2_ACR/U_ACR_HeavyBarrel,Weapons,1,1
Weapons/XP2_ACR/U_ACR_IRNV,Weapons,1,1
Weapons/XP2_ACR/U_ACR_Kobra,Weapons,1,1
Weapons/XP2_ACR/U_ACR_M145,Weapons,1,1
Weapons/XP2_ACR/U_ACR_PK-AS,Weapons,1,1
Weapons/XP2_ACR/U_ACR_PKA,Weapons,1,1
Weapons/XP2_ACR/U_ACR_PKS-07,Weapons,1,1
Weapons/XP2_ACR/U_ACR_PSO-1,Weapons,1,1
Weapons/XP2_ACR/U_ACR_Rifle_Scope,Weapons,1,1
Weapons/XP2_ACR/U_ACR_RX01,Weapons,1,1
Weapons/XP2_ACR/U_ACR_Silencer,Weapons,1,1
Weapons/XP2_ACR/U_ACR_TargetPointer,Weapons,1,1
Weapons/XP2_HK417/U_HK417,Weapons,1,1
Weapons/XP2_HK417/U_HK417_ACOG,Weapons,1,1
Weapons/XP2_HK417/U_HK417_Ballistic_Scope,Weapons,1,1
Weapons/XP2_HK417/U_HK417_Bipod,Weapons,1,1
Weapons/XP2_HK417/U_HK417_EOTech,Weapons,1,1
Weapons/XP2_HK417/U_HK417_Flashlight,Weapons,1,1
Weapons/XP2_HK417/U_HK417_FlashSuppressor,Weapons,1,1
Weapons/XP2_HK417/U_HK417_Foregrip,Weapons,1,1
Weapons/XP2_HK417/U_HK417_IRNV,Weapons,1,1
Weapons/XP2_HK417/U_HK417_Kobra,Weapons,1,1
Weapons/XP2_HK417/U_HK417_M145,Weapons,1,1
Weapons/XP2_HK417/U_HK417_PK-AS,Weapons,1,1
Weapons/XP2_HK417/U_HK417_PKA,Weapons,1,1
Weapons/XP2_HK417/U_HK417_PKS-07,Weapons,1,1
Weapons/XP2_HK417/U_HK417_PSO-1,Weapons,1,1
Weapons/XP2_HK417/U_HK417_Rifle_Scope,Weapons,1,1
Weapons/XP2_HK417/U_HK417_RX01,Weapons,1,1
Weapons/XP2_HK417/U_HK417_Silencer,Weapons,1,1
Weapons/XP2_HK417/U_HK417_TargetPointer,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_Acog,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_Ballistic_Scope,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_Bipod,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_CAMO_1,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_CAMO_2,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_EOTech,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_Flashlight,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_Flash_Suppressor,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_IRNV,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_Kobra,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_M145,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_PK-AS,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_PKA,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_PKS-07,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_PSO-1,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_Rifle_Scope,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_RX01,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_Silencer,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_StraightPull,Weapons,1,1
Weapons/XP2_JNG90/U_JNG90_Target_Pointer,Weapons,1,1
Weapons/XP2_Knife_RazorBlade/U_Knife_Razor,Weapons,1,1
Weapons/XP2_L86/U_L86,Weapons,1,1
Weapons/XP2_L86/U_L86_Acog,Weapons,1,1
Weapons/XP2_L86/U_L86_Ballistic_Scope,Weapons,1,1
Weapons/XP2_L86/U_L86_Bipod,Weapons,1,1
Weapons/XP2_L86/U_L86_EOTech,Weapons,1,1
Weapons/XP2_L86/U_L86_ExtendedMag,Weapons,1,1
Weapons/XP2_L86/U_L86_Flashlight,Weapons,1,1
Weapons/XP2_L86/U_L86_FlashSuppressor,Weapons,1,1
Weapons/XP2_L86/U_L86_Foregrip,Weapons,1,1
Weapons/XP2_L86/U_L86_HeavyBarrel,Weapons,1,1
Weapons/XP2_L86/U_L86_IRNV,Weapons,1,1
Weapons/XP2_L86/U_L86_Kobra,Weapons,1,1
Weapons/XP2_L86/U_L86_M145,Weapons,1,1
Weapons/XP2_L86/U_L86_PK-AS,Weapons,1,1
Weapons/XP2_L86/U_L86_PKA,Weapons,1,1
